Unnamed: 0,titel,slutpris,postnummer,ort,medelinkomst_månad,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Biarea,Uteplats,Tomtarea,Våning,Byggår,Driftkostnad,Avgift,Finns_hiss,latitude,longitude
,Harpsundsvägen 33,3000000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,3.0,84.0,,0,,1,,5800,4948,1,59.2637119,18.045382
,Harpsundsvägen 143,2520000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,2.0,61.5,,0,,7,1955.0,3000,3754,1,59.2604049,18.0446188
,Harpsundsvägen 103,3000000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,3.0,69.5,,0,,2,,4800,4248,1,59.26191730000001,18.0432204
,Harpsundsvägen 135,2105000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,1.0,44.0,,0,,2,,3480,2803,1,59.2608165,18.0451294
,Harpsundsvägen 161,3000000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,4.0,68.5,,0,,1,,6000,4011,1,59.26041259999999,18.0459639
,Harpsundsvägen 80A,1850000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,2.0,41.0,,0,,1,2012.0,5952,4488,1,59.26256790000001,18.0425853
,"Harpsundsvägen 76, vån 10 & 11",6600000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,5.0,132.0,,0,,1,,16332,7370,1,59.26325480000001,18.0435574
,Harpsundsvägen 80B,3295000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,3.5,82.0,,0,,3,2012.0,4684,7544,1,59.262397,18.0423963
,"Harpsundsvägen 151, vån 2",1900000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,1.0,28.5,,0,,2,1955.0,4888,1918,1,59.2599501,18.0453097
,Harpsundsvägen 53,3900000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,4.0,101.0,,0,,1,1955.0,3000,5952,1,59.26302039999999,18.0453007
,Harpsundsvägen 121,1875000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,1.0,28.5,,0,,3,1955.0,7200,1999,1,59.2610729,18.0435301
,Harpsundsvägen 161,3000000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,4.0,68.5,,0,,3,,6000,4011,1,59.26041259999999,18.0459639
,Harpsundsvägen 163,2250000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,2.0,64.0,,0,,1,1950.0,7116,3312,1,59.26047569999999,18.0458376
,Harpsundsvägen 161,3000000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,4.0,68.5,,0,,2,,6000,4011,1,59.26041259999999,18.0459639
,Harpsundsvägen 76,2705000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,3.0,71.0,,0,,2,1957.0,4500,3964,1,59.26325480000001,18.0435574
,"Harpsundsvägen 93, 1tr",3000000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,3.0,79.0,,0,,-1,1955.0,6000,4624,1,59.2621492,18.0443224
,"Harpsundsvägen 82 D, 2tr",2320000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,2.0,41.0,,0,,2,2013.0,7728,2725,1,59.2617957,18.0419188
,Harpsundsvägen 103,3000000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,3.0,69.5,,0,,3,,4800,4248,1,59.26191730000001,18.0432204
,Harpsundsvägen 157,2450000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,2.0,65.0,,0,,1,1954.0,9360,3823,1,59.26020949999999,18.0462367
,Harpsundsvägen 31,1700000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,1.0,29.0,,0,,1,1955.0,2400,1709,1,59.2635873,18.045156
,Harpsundsvägen 33,3000000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,3.0,84.0,,0,,2,,5800,4948,1,59.2637119,18.045382
,Harpsundsvägen 145,1720000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,1.0,28.5,,0,,2,1955.0,3000,1955,1,59.2602357,18.0449554
,"Harpsundsvägen 105, vån 1 av 3",2300000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,2.5,59.0,,0,,1,1955.0,5688,3362,1,59.2618175,18.0431823
,Harpsundsvägen 141,2350000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,2.0,61.5,,0,,1,1955.0,3600,3643,1,59.2604467,18.0445362
,Harpsundsvägen 149,3320000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,4.0,82.5,,0,,7,,3000,4974,1,59.2600803,18.0452869
,Harpsundsvägen 39,2325000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,2.0,59.0,,0,,2,1950.0,9619,3248,1,59.2636101,18.0460057
,Harpsundsvägen 157,2335000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,2.0,64.0,,0,,4,1955.0,5500,3778,1,59.26020949999999,18.0462367
,Harpsundsvägen 37,2275000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,2.0,57.0,,0,,2,1955.0,3000,3140,1,59.26368029999999,18.0458484
,Harpsundsvägen 86A,2300000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,2.0,41.0,,0,,1,2013.0,3600,2725,1,59.26149179999999,18.0426014
,Harpsundsvägen 86A,2290000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,2.0,41.0,,0,,2,,3000,2998,1,59.26149179999999,18.0426014
,Harpsundsvägen 41,2390000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,3.0,68.5,,0,,2,1955.0,6600,4036,1,59.2635514,18.0461376
,"Harpsundsvägen 80B, 2 tr",2150000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,1.5,41.0,,0,,3,2012.0,11228,4488,1,59.262397,18.0423963
,Harpsundsvägen 97,2110000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,1.0,46.0,,0,,2,1954.0,4416,2884,1,59.2618566,18.0441189
,Harpsundsvägen 41,2000000,12458,Stockholms kommun,26322,Lägenhet,Bostadsrätt,1.0,28.0,,0,,3,1955.0,4200,1543,1,59.2635514,18.0461376
,Bjursätragatan 37,2100000,12462,Stockholms kommun,20547,Lägenhet,Bostadsrätt,2.5,69.0,,0,,6,2009.0,3000,4468,1,59.2545884,18.0360298
,Bäverbäcksgränd 46,2500000,12462,Stockholms kommun,20547,Lägenhet,Bostadsrätt,3.0,87.0,,1,,1,1983.0,3000,6666,1,59.2534883,18.0352617
,Bjursätragatan 37 5vån,2080000,12462,Stockholms kommun,20547,Lägenhet,Bostadsrätt,2.5,69.0,,0,,5,2009.0,13716,4061,1,59.2545884,18.0360298
,Bjursätragatan 6,1500000,12462,Stockholms kommun,20547,Lägenhet,Bostadsrätt,2.0,32.0,,0,,3,2008.0,2400,2990,1,59.25717090000001,18.0314649
,Bjursätragatan 35,2100000,12462,Stockholms kommun,20547,Lägenhet,Bostadsrätt,2.0,48.5,,0,,1,2012.0,3000,3500,1,59.25488679999999,18.0364255
,Bäverbäcksgränd 46,2500000,12462,Stockholms kommun,20547,Lägenhet,Bostadsrätt,3.0,87.0,,1,,3,1983.0,3000,6666,1,59.2534883,18.0352617
,Bjursätragatan 6,1400000,12462,Stockholms kommun,20547,Lägenhet,Bostadsrätt,2.0,32.0,,0,,1,2008.0,3000,2990,1,59.25717090000001,18.0314649
,Bjursätragatan 6,1500000,12462,Stockholms kommun,20547,Lägenhet,Bostadsrätt,2.0,32.0,,0,,2,2008.0,2400,2990,1,59.25717090000001,18.0314649
,Bjursätragatan 33,1925000,12462,Stockholms kommun,20547,Lägenhet,Bostadsrätt,2.0,48.5,,0,,2,2012.0,4320,3858,1,59.25528409999999,18.0366184
,Bjursätragatan 33,2500000,12462,Stockholms kommun,20547,Lägenhet,Bostadsrätt,3.0,65.5,,0,,2,2012.0,4200,5210,1,59.25528409999999,18.0366184
,Bjursätragatan 35,1900000,12462,Stockholms kommun,20547,Lägenhet,Bostadsrätt,2.0,54.0,,0,,4,2012.0,4200,4296,1,59.25488679999999,18.0364255
,Bjursätragatan 33,2500000,12462,Stockholms kommun,20547,Lägenhet,Bostadsrätt,3.0,65.5,,0,,3,2012.0,4200,5210,1,59.25528409999999,18.0366184
,Bjursätragatan 6,1315000,12462,Stockholms kommun,20547,Lägenhet,Bostadsrätt,2.0,32.0,,0,,3,2008.0,3000,2990,1,59.25717090000001,18.0314649
,Bjursätragatan 105 3tr,1800000,12463,Stockholms kommun,21428,Lägenhet,Bostadsrätt,3.0,73.0,,0,,3,1956.0,9360,4192,1,59.2533882,18.0239714
,"Bjursätragatan 109, vån 3 av 3",1850000,12463,Stockholms kommun,21428,Lägenhet,Bostadsrätt,2.0,57.0,,0,,3,1956.0,6200,3273,0,59.2535841,18.0235468
,"Bjursätragatan 101, 1tr",1500000,12463,Stockholms kommun,21428,Lägenhet,Bostadsrätt,1.5,41.0,,0,,4,1956.0,3200,2472,1,59.2531232,18.0243847
,"Bäverdammsgränd 92, 4 tr",1800000,12463,Stockholms kommun,21428,Lägenhet,Bostadsrätt,2.0,62.5,,0,,2,1983.0,5052,4261,1,59.2515507,18.0326972
,Bjursätragatan 105,2250000,12463,Stockholms kommun,21428,Lägenhet,Bostadsrätt,3.0,73.0,,0,,2,1956.0,7200,4401,1,59.2533882,18.0239714
,"Bjursätragatan 101, 1tr",1500000,12463,Stockholms kommun,21428,Lägenhet,Bostadsrätt,1.5,41.0,,0,,0,1956.0,3200,2472,1,59.2531232,18.0243847
,Bäverdammsgränd 180,1975000,12463,Stockholms kommun,21428,Lägenhet,Bostadsrätt,2.0,70.0,,0,,1,,3360,4314,1,59.25147029999999,18.034151
,Bäverdammsgränd 86,1850000,12463,Stockholms kommun,21428,Lägenhet,Bostadsrätt,3.0,72.5,,0,,5,1983.0,4800,4668,1,59.25190009999999,18.0328793
,Bjursätragatan 104 1tr,1595000,12464,Stockholms kommun,20006,Lägenhet,Bostadsrätt,1.5,41.0,,0,,2,1959.0,6000,2831,1,59.25322099999999,18.025327
,"Gillerbacken 28, våning 7 av 8!",1850000,12464,Stockholms kommun,20006,Lägenhet,Bostadsrätt,3.5,68.0,,0,,3,1959.0,3600,5125,1,59.2555247,18.0282463
,"Bjursätragatan 102, 2 av 3 tr!",1845000,12464,Stockholms kommun,20006,Lägenhet,Bostadsrätt,3.0,69.0,,0,,2,1959.0,4200,4732,1,59.2531267,18.025463
,Bjursätragatan 104,1760000,12464,Stockholms kommun,20006,Lägenhet,Bostadsrätt,2.0,58.0,,0,,1,1957.0,3200,4355,0,59.25322099999999,18.025327
,Bjursätragatan 100,1650000,12464,Stockholms kommun,20006,Lägenhet,Bostadsrätt,2.0,55.0,,0,,3,1957.0,3000,4202,1,59.2530129,18.0256301
,"Rågsvedsvägen 88, VÅN 5/5",1815000,12465,Stockholms kommun,19463,Lägenhet,Bostadsrätt,2.0,41.0,,0,,3,,1800,2814,1,59.2563764,18.0210264
,"Rågsvedsvägen 95, 2 tr",2200000,12465,Stockholms kommun,19463,Lägenhet,Bostadsrätt,3.0,73.0,,0,,3,2007.0,3000,4549,1,59.25560669999999,18.0194268
,Rågsvedsvägen 91,2000000,12465,Stockholms kommun,19463,Lägenhet,Bostadsrätt,2.0,58.0,,0,,3,,3000,4715,1,59.2556784,18.0202054
,Sköllerstagatan 56,1900000,12465,Stockholms kommun,19463,Lägenhet,Bostadsrätt,2.0,58.0,,0,,2,2018.0,2877,4936,1,59.2567906,18.0213428
,Rågsvedsvägen 91,2325000,12465,Stockholms kommun,19463,Lägenhet,Bostadsrätt,3.0,73.0,,0,,4,2007.0,3600,5823,1,59.2556784,18.0202054
,Sköllerstagatan 56,2300000,12465,Stockholms kommun,19463,Lägenhet,Bostadsrätt,2.0,41.0,,0,,4,2018.0,3840,3489,1,59.2567906,18.0213428
,Rågsvedsvägen 86,1650000,12465,Stockholms kommun,19463,Lägenhet,Bostadsrätt,1.0,30.0,,0,,2,2018.0,5040,2553,1,59.256482,18.0211992
,Rågsvedsvägen 86,1725000,12465,Stockholms kommun,19463,Lägenhet,Bostadsrätt,1.0,30.0,,0,,2,2018.0,3000,2553,1,59.256482,18.0211992
,Lerbäcksgränd 15,1995000,12466,Stockholms kommun,20330,Lägenhet,Bostadsrätt,3.0,73.0,,0,,3,1959.0,6672,4947,1,59.2596936,18.0213544
,Axbergsgränd 29,1400000,12466,Stockholms kommun,20330,Lägenhet,Bostadsrätt,1.0,34.0,,0,,3,,5736,2213,1,59.2610947,18.0239589
,Lerbäcksgränd 4,2050000,12466,Stockholms kommun,20330,Lägenhet,Bostadsrätt,2.0,60.0,,0,,1,,300,4304,1,59.2601398,18.0228081
,Axbergsgränd 7,1850000,12466,Stockholms kommun,20330,Lägenhet,Bostadsrätt,2.0,61.0,,0,,1,1959.0,3000,3777,1,59.26065109999999,18.0238825
,Lerbäcksgränd 3,3430000,12466,Stockholms kommun,20330,Lägenhet,Bostadsrätt,5.0,117.0,,0,,1,1959.0,984,7186,1,59.2603191,18.0217122
,Lerbäcksgränd 5,1950000,12466,Stockholms kommun,20330,Lägenhet,Bostadsrätt,2.0,60.0,,0,,1,1959.0,3000,4002,1,59.2602328,18.0218299
,"Lerbäcksgränd 12, 1tr",1900000,12466,Stockholms kommun,20330,Lägenhet,Bostadsrätt,3.0,73.0,,0,,1,1959.0,9250,4946,1,59.26068900000001,18.0223431
,Axbergsgränd 9,2050000,12466,Stockholms kommun,20330,Lägenhet,Bostadsrätt,3.0,73.0,,0,,4,1959.0,8136,5461,1,59.260765,18.0235722
,Lerbäcksgränd 20,1650000,12466,Stockholms kommun,20330,Lägenhet,Bostadsrätt,1.0,34.0,,0,,-1,1959.0,3000,2975,1,59.2609088,18.0211653
,Lerbäcksgränd 28,1625000,12466,Stockholms kommun,20330,Lägenhet,Bostadsrätt,1.5,37.0,,0,,6,1959.0,3600,3017,1,59.26065889999999,18.0207622
,Lerbäcksgränd 11,2000000,12466,Stockholms kommun,20330,Lägenhet,Bostadsrätt,3.0,78.0,,0,,2,1959.0,4200,5148,1,59.2597963,18.0221186
,Axbergsgränd 19,1575000,12466,Stockholms kommun,20330,Lägenhet,Bostadsrätt,1.0,37.0,,0,,1,,3000,3097,1,59.2613265,18.0228782
,Axbergsgränd 15,1375000,12466,Stockholms kommun,20330,Lägenhet,Bostadsrätt,1.0,37.0,,0,,4,1959.0,3600,3038,1,59.2610972,18.0231121
,Axbergsgränd 25,1450000,12466,Stockholms kommun,20330,Lägenhet,Bostadsrätt,1.0,34.0,,0,,4,1959.0,3600,2835,1,59.2613095,18.0236603
,Axbergsgränd 27,1920000,12466,Stockholms kommun,20330,Lägenhet,Bostadsrätt,2.0,60.0,,0,,1,1959.0,4800,3719,1,59.261209,18.023798
,Lerbäcksgränd 8,1825000,12466,Stockholms kommun,20330,Lägenhet,Bostadsrätt,2.0,60.0,,0,,1,1959.0,6000,4002,1,59.2604024,18.0225683
,Axbergsgränd 10,2270000,12466,Stockholms kommun,20330,Lägenhet,Bostadsrätt,4.0,78.0,,0,,2,1959.0,10800,5756,1,59.26108869999999,18.0249064
,Axbergsgränd 3,2070000,12466,Stockholms kommun,20330,Lägenhet,Bostadsrätt,3.0,78.0,,0,,2,1959.0,1980,5812,1,59.2604324,18.0241747
,"Lerbäcksgränd 19, 1 tr",1935000,12466,Stockholms kommun,20330,Lägenhet,Bostadsrätt,3.0,73.0,,0,,1,1960.0,6984,4946,1,59.25999629999999,18.0211885
,Lerbäcksgränd 18,2075000,12466,Stockholms kommun,20330,Lägenhet,Bostadsrätt,3.0,73.0,,0,,2,1959.0,5220,5028,1,59.26082460000001,18.0212963
,Hallsbergsgatan 22,2400000,12470,Stockholms kommun,23913,Lägenhet,Bostadsrätt,2.0,54.0,,0,,4,2015.0,4200,3886,1,59.26719309999999,18.014038
,Hallsbergsgatan 22,2595000,12470,Stockholms kommun,23913,Lägenhet,Bostadsrätt,4.0,78.0,,0,,4,2014.0,7200,6044,1,59.26719309999999,18.014038
,"Hallsbergsgatan 20, 5 tr",1960000,12470,Stockholms kommun,23913,Lägenhet,Bostadsrätt,2.0,49.0,,0,,1,2015.0,6000,4140,1,59.2674005,18.0146799
,"Hovstagränd 9, 1 tr",2575000,12470,Stockholms kommun,23913,Lägenhet,Bostadsrätt,3.0,71.5,,0,,3,2007.0,4800,6051,1,59.26612590000001,18.0189592
,Klockhammarsgränd 4,2000000,12470,Stockholms kommun,23913,Lägenhet,Bostadsrätt,2.0,60.0,,0,,2,2007.0,3000,4931,1,59.2633366,18.0220399
,"Hallsbergsgatan 20, 4 tr",2075000,12470,Stockholms kommun,23913,Lägenhet,Bostadsrätt,2.0,54.0,,0,,4,2015.0,6000,4469,1,59.2674005,18.0146799
,Hallsbergsgatan 20,2225000,12470,Stockholms kommun,23913,Lägenhet,Bostadsrätt,2.0,54.0,,0,,3,2015.0,3000,4469,1,59.2674005,18.0146799
,"Hallsbergsgatan 22, vån 3",1840000,12470,Stockholms kommun,23913,Lägenhet,Bostadsrätt,2.0,42.0,,0,,3,2015.0,1332,3681,1,59.26719309999999,18.014038
,Hovstagränd 5,2300000,12470,Stockholms kommun,23913,Lägenhet,Bostadsrätt,3.0,71.5,,0,,3,2007.0,9060,6051,1,59.26560730000001,18.0190889
,Klockhammarsgränd 2,1600000,12470,Stockholms kommun,23913,Lägenhet,Bostadsrätt,3.0,70.0,,0,,5,,3000,7058,1,59.26360219999999,18.0216707
,Hovstagränd 9,2500000,12470,Stockholms kommun,23913,Lägenhet,Bostadsrätt,2.0,59.0,,0,,6,2007.0,4800,5348,1,59.26612590000001,18.0189592
,Klockhammarsgränd 4,2000000,12470,Stockholms kommun,23913,Lägenhet,Bostadsrätt,2.0,60.0,,0,,3,2007.0,3000,4931,1,59.2633366,18.0220399
,Lillhagsvägen 36,2200000,12471,Stockholms kommun,23230,Lägenhet,Bostadsrätt,3.0,69.0,,0,,1,1992.0,4700,5781,1,59.268412,18.0133033
,"Lillhagsvägen 8, 1tr",2350000,12471,Stockholms kommun,23230,Lägenhet,Bostadsrätt,3.0,69.0,,0,,2,1992.0,4200,5633,1,59.2672692,18.0111282
,"Lillhagsvägen 32, 2 tr!",2800000,12471,Stockholms kommun,23230,Lägenhet,Bostadsrätt,4.0,90.0,,0,,4,1992.0,9000,7817,1,59.2683881,18.0138168
,Skyllbergsgatan 1 5tr,2295000,12471,Stockholms kommun,23230,Lägenhet,Bostadsrätt,2.5,68.0,,0,,5,2008.0,3600,4189,1,59.2671416,18.0100501
,Lillhagsvägen 30,2100000,12471,Stockholms kommun,23230,Lägenhet,Bostadsrätt,2.0,67.0,,0,,4,,6000,6068,1,59.2681577,18.0140279
,Lillhagsvägen 18,2350000,12471,Stockholms kommun,23230,Lägenhet,Bostadsrätt,4.0,90.0,,0,,2,1992.0,19780,7510,1,59.2672499,18.0130948
,Lillhagsvägen 8,2025000,12471,Stockholms kommun,23230,Lägenhet,Bostadsrätt,3.0,69.0,,0,,6,1992.0,3000,5633,1,59.2672692,18.0111282
,"Lillhagsvägen 6, 3 tr!",2070000,12471,Stockholms kommun,23230,Lägenhet,Bostadsrätt,3.0,69.0,,0,,3,1992.0,4800,5726,1,59.2675718,18.0108979
,Fjugestagränd 1,2420000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,4.0,77.5,,0,,1,,9600,4754,1,59.26259809999999,18.0075261
,Stjärnsundsgatan 11,1875000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,3.0,59.5,,0,,1,1958.0,4200,3841,1,59.26162549999999,18.0044275
,Glanshammarsgatan 97,2000000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,2.0,58.0,,0,,2,,6900,3566,1,59.2625687,18.0041158
,Fjugestagränd 23,2125000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,3.0,67.0,,0,,4,1958.0,6658,3999,1,59.2617308,18.0085281
,Stjärnsundsgatan 7,1825000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,2.0,51.0,,0,,3,,3000,3266,1,59.261943,18.0040155
,"Fjugestagränd 11, 2 tr",2000000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,3.0,67.0,,0,,2,1960.0,6300,4266,1,59.262722,18.0074796
,Fjugestagränd 23,2250000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,3.0,59.5,,0,,1,1960.0,4200,3996,1,59.2617308,18.0085281
,Fjugestagränd 23,2250000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,3.0,59.5,,0,,2,1960.0,4200,3996,1,59.2617308,18.0085281
,Stjärnsundsgatan 15,2700000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,4.0,88.5,,0,,4,1960.0,3000,5382,1,59.2612297,18.0047458
,Fjugestagränd 7,2170000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,3.0,59.5,,0,,2,,9360,3841,1,59.26304279999999,18.0071367
,Fjugestagränd 3,2325000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,3.0,60.0,,0,,2,1958.0,3600,3956,1,59.26337119999999,18.0067396
,"Fjugestagränd 4, 12472 Bandhagen",1800000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,3.0,59.5,,0,,3,,5100,3896,1,59.2629211,18.006148
,Stjärnsundsgatan 5,1995000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,3.0,59.5,,0,,1,1960.0,9768,3562,1,59.26200679999999,18.0037542
,Fjugestagränd 9,1825000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,2.0,43.0,,0,,1,1960.0,5328,2817,1,59.2628252,18.0073709
,Stjärnsundsgatan 19,2850000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,4.0,88.5,,0,,1,1960.0,6600,5348,1,59.26089499999999,18.0050143
,Glanshammarsgatan 97,2000000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,2.0,58.0,,0,,3,,6900,3566,1,59.2625687,18.0041158
,Fjugestagränd 3,2000000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,3.0,67.0,,0,,5,,8100,4266,1,59.26337119999999,18.0067396
,Glanshammarsgatan 89,2075000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,3.0,60.0,,0,,3,1960.0,4440,3956,1,59.26297469999999,18.0054176
,Fjugestagränd 3,2000000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,3.0,67.0,,0,,2,,8100,4266,1,59.26337119999999,18.0067396
,"Fjugestagränd 11, 2 tr",2000000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,3.0,67.0,,0,,2,1960.0,6300,4266,0,59.262722,18.0074796
,Stjärnsundsgatan 9,2500000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,4.0,75.0,,0,,1,1959.0,5600,4935,1,59.26186229999999,18.0040988
,Stjärnsundsgatan 9,2500000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,4.0,75.0,,0,,2,1959.0,5600,4935,1,59.26186229999999,18.0040988
,Glanshammarsgatan 91,1800000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,4.0,75.5,,0,,4,1960.0,8400,4833,1,59.2626325,18.0049659
,Stjärnsundsgatan 13,2200000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,4.0,75.0,,0,,2,1960.0,7560,4754,1,59.2613907,18.004489
,Stjärnsundsgatan 17,2200000,12472,Stockholms kommun,29872,Lägenhet,Bostadsrätt,3.0,60.0,,0,,1,1958.0,4200,3623,1,59.26104950000001,18.0047626
,Vintrosagatan 1 vån 3/8,1900000,12473,Stockholms kommun,22399,Lägenhet,Bostadsrätt,2.0,50.0,,0,,6,1959.0,3000,4244,1,59.2639132,18.0142874
,"Vintrosagatan 3, vån 8/8",1900000,12473,Stockholms kommun,22399,Lägenhet,Bostadsrätt,2.0,33.0,,0,,8,1958.0,7860,2801,1,59.26356550000001,18.0148621
,"Vintrosagatan 1, vån 2",1825000,12473,Stockholms kommun,22399,Lägenhet,Bostadsrätt,2.0,42.0,,0,,1,1958.0,3800,3565,1,59.2639132,18.0142874
,"Vintrosagatan 7, vån 5",3097500,12473,Stockholms kommun,22399,Lägenhet,Bostadsrätt,5.0,114.0,,0,,0,1959.0,8900,7541,1,59.26287559999999,18.0160076
,Vintrosagatan 13,2575000,12473,Stockholms kommun,22399,Lägenhet,Bostadsrätt,3.5,82.0,,0,,2,,13068,4563,1,59.26218299999999,18.0171524
,"Vintrosagatan 1, vån 4",1700000,12473,Stockholms kommun,22399,Lägenhet,Bostadsrätt,2.0,33.0,,0,,0,1959.0,6000,2802,1,59.2639132,18.0142874
,Vintrosagatan 1,1750000,12473,Stockholms kommun,22399,Lägenhet,Bostadsrätt,2.0,38.0,,0,,5,1959.0,7500,3225,1,59.2639132,18.0142874
,"Vintrosagatan 7, våning 8",2210000,12473,Stockholms kommun,22399,Lägenhet,Bostadsrätt,3.0,82.0,,0,,8,1959.0,3000,5424,1,59.26287559999999,18.0160076
,"Vintrosagatan 3, vån 4",1675000,12473,Stockholms kommun,22399,Lägenhet,Bostadsrätt,2.0,38.0,,0,,3,1958.0,3900,3227,0,59.26356550000001,18.0148621
,Vintrosagatan 11,3025000,12473,Stockholms kommun,22399,Lägenhet,Bostadsrätt,4.0,87.0,,0,,6,,3000,5326,1,59.2619069,18.0177498
,Vintrosagatan 1,1750000,12473,Stockholms kommun,22399,Lägenhet,Bostadsrätt,2.0,38.0,,0,,1,1959.0,7500,3225,1,59.2639132,18.0142874
,"Vintrosagatan 11, vån 4",3600000,12473,Stockholms kommun,22399,Lägenhet,Bostadsrätt,4.5,114.0,,0,,1,1958.0,7200,6978,1,59.2619069,18.0177498
,Vintrosagatan 11,3025000,12473,Stockholms kommun,22399,Lägenhet,Bostadsrätt,4.0,87.0,,0,,3,,3000,5326,1,59.2619069,18.0177498
,Vintrosagatan 3,2100000,12473,Stockholms kommun,22399,Lägenhet,Bostadsrätt,2.0,50.0,,0,,1,1959.0,3200,4245,1,59.26356550000001,18.0148621
,"Vintrosagatan 3, vån 5 av 8",1800000,12473,Stockholms kommun,22399,Lägenhet,Bostadsrätt,2.0,42.0,,0,,5,2019.0,4600,3565,1,59.26356550000001,18.0148621
,Vintrosagatan 50 3tr,2780000,12474,Stockholms kommun,24879,Lägenhet,Bostadsrätt,3.0,73.0,,0,,1,1959.0,3300,3830,1,59.2609119,18.0192549
,Vintrosagatan 56 vån 7/8,2200000,12474,Stockholms kommun,24879,Lägenhet,Bostadsrätt,2.0,57.0,,0,,7,1959.0,3300,3443,1,59.25956249999999,18.0204195
,Vedevågslingan 4,1550000,12474,Stockholms kommun,24879,Lägenhet,Bostadsrätt,2.0,56.3,,0,,2,1958.0,11760,3226,1,59.2581911,18.0191433
,Vedevågslingan 16,2250000,12474,Stockholms kommun,24879,Lägenhet,Bostadsrätt,3.5,75.0,,0,,2,1958.0,3500,4385,1,59.257435,18.0182144
,Vedevågslingan 34,2470000,12474,Stockholms kommun,24879,Lägenhet,Bostadsrätt,4.0,86.6,,0,,2,1958.0,10200,5061,1,59.2589655,18.0169943
,"Göksholmsbacken 18, 3tr",1820000,12474,Stockholms kommun,24879,Lägenhet,Bostadsrätt,2.0,59.8,,0,,3,2008.0,5728,4289,1,59.25926589999999,18.0161497
,"Göksholmsbacken 24, vån 3/3",2100000,12474,Stockholms kommun,24879,Lägenhet,Bostadsrätt,2.0,56.3,,0,,3,,3600,3321,1,59.25897519999999,18.0171404
,Vedevågslingan 10,2650000,12474,Stockholms kommun,24879,Lägenhet,Bostadsrätt,4.0,86.5,,0,,2,,4800,5069,1,59.2577825,18.0193931
