,titel,slutpris,postnummer,ort,medelinkomst_månad,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Biarea,Uteplats,Tomtarea,Våning,Byggår,Driftkostnad,Avgift,Finns_hiss,Slutpris_delat,inkomst_delat
10363,Aspnäsvägen 14,3450000,18143,Lidingö kommun,47850,Lägenhet,Bostadsrätt,3.0,72.0,,0,,2,1964.0,6500,5591,1,34.5,4.785
10364,"Högnäsvägen 2, 4tr",3150000,18143,Lidingö kommun,47850,Lägenhet,Bostadsrätt,2.0,57.0,,0,,4,1952.0,3000,3133,1,31.5,4.785
10365,Källängsvägen 57,3350000,18144,Lidingö kommun,33136,Lägenhet,Bostadsrätt,2.0,59.0,,0,,1,1960.0,3000,2499,1,33.5,3.3136
10366,Källängsvägen 60,3000000,18144,Lidingö kommun,33136,Lägenhet,Bostadsrätt,2.0,59.5,,0,,2,1962.0,3000,4355,1,30.0,3.3136
10367,Källängsvägen 59,1600000,18144,Lidingö kommun,33136,Lägenhet,Bostadsrätt,1.0,19.0,,0,,3,1961.0,3000,748,1,16.0,3.3136
10368,Källängsvägen 28,2625000,18144,Lidingö kommun,33136,Lägenhet,Bostadsrätt,3.0,61.5,,0,,1,1959.0,3000,5006,1,26.25,3.3136
10369,Källängsvägen 53,3300000,18144,Lidingö kommun,33136,Lägenhet,Bostadsrätt,3.0,63.0,,0,,2,1960.0,3000,2669,1,33.0,3.3136
10370,Källängsvägen 65,3300000,18144,Lidingö kommun,33136,Lägenhet,Bostadsrätt,2.0,56.5,,0,,2,1961.0,3000,2316,1,33.0,3.3136
10371,Källängsvägen 63,3000000,18144,Lidingö kommun,33136,Lägenhet,Bostadsrätt,2.0,56.5,,1,,-1,1961.0,3000,2018,1,30.0,3.3136
10372,Källängsvägen 63,3000000,18144,Lidingö kommun,33136,Lägenhet,Bostadsrätt,2.0,56.5,,1,,1,1961.0,3000,2018,1,30.0,3.3136
10373,Källängsvägen 63,3000000,18144,Lidingö kommun,33136,Lägenhet,Bostadsrätt,2.0,56.5,,1,,-1,1961.0,3000,2018,1,30.0,3.3136
10374,Källängsvägen 14,3350000,18144,Lidingö kommun,33136,Lägenhet,Bostadsrätt,3.0,69.0,,0,,1,1958.0,3000,4117,1,33.5,3.3136
10375,Källängsvägen 60,3000000,18144,Lidingö kommun,33136,Lägenhet,Bostadsrätt,2.0,59.5,,0,,2,1962.0,3000,4355,1,30.0,3.3136
10376,Källängsvägen 60,3000000,18144,Lidingö kommun,33136,Lägenhet,Bostadsrätt,2.0,59.5,,0,,2,1962.0,3000,4355,1,30.0,3.3136
10377,Källängsvägen 14,3350000,18144,Lidingö kommun,33136,Lägenhet,Bostadsrätt,3.0,69.0,,0,,1,1958.0,3000,4117,1,33.5,3.3136
10378,Källängsvägen 51,3350000,18144,Lidingö kommun,33136,Lägenhet,Bostadsrätt,3.0,69.0,,0,,1,1960.0,3000,2923,1,33.5,3.3136
10379,"Lojovägen  71, 1tr",3300000,18147,Lidingö kommun,48743,Lägenhet,Bostadsrätt,2.0,62.9,,0,,3,1973.0,10800,4836,1,33.0,4.8743
10380,"Lojovägen 46, entréplan",3000000,18147,Lidingö kommun,48743,Lägenhet,Bostadsrätt,2.0,62.9,,0,,1,1973.0,3000,4397,1,30.0,4.8743
10381,Oskarsvägen 69C,2700000,18156,Lidingö kommun,55165,Lägenhet,Bostadsrätt,3.0,50.0,,1,,3,1947.0,16224,5097,1,27.0,5.5165
10382,Oskarsvägen 80,2275000,18156,Lidingö kommun,55165,Lägenhet,Bostadsrätt,2.0,31.0,,0,,2,1946.0,3000,2685,1,22.75,5.5165
10383,Oskarsvägen 82,2100000,18156,Lidingö kommun,55165,Lägenhet,Bostadsrätt,2.0,31.0,,0,,2,,3000,2685,1,21.0,5.5165
10384,Oskarsvägen 82,2105000,18156,Lidingö kommun,55165,Lägenhet,Bostadsrätt,2.0,31.0,,0,,2,1946.0,5400,2685,1,21.05,5.5165
10385,Svalvägen 32,2465000,18156,Lidingö kommun,55165,Lägenhet,Bostadsrätt,2.0,52.5,,0,,1,1948.0,7800,3490,1,24.65,5.5165
10386,"Högsätravägen 27, 5 tr",2500000,18158,Lidingö kommun,22269,Lägenhet,Bostadsrätt,2.0,64.6,,0,,5,1973.0,3000,3922,1,25.0,2.2269
10387,Högsätravägen 26,2460000,18158,Lidingö kommun,22269,Lägenhet,Bostadsrätt,2.0,54.2,,0,,2,1973.0,5784,4182,1,24.6,2.2269
10388,Högsätravägen 22,1900000,18158,Lidingö kommun,22269,Lägenhet,Bostadsrätt,1.0,33.0,,0,,1,,3000,3165,1,19.0,2.2269
10389,"Lillåkersvägen 22, 3 tr",2400000,18159,Lidingö kommun,25710,Lägenhet,Bostadsrätt,2.0,64.6,,0,,3,1973.0,4068,5176,1,24.0,2.571
10390,Lillåkersvägen 36,1995000,18159,Lidingö kommun,25710,Lägenhet,Bostadsrätt,1.0,40.3,,0,,1,1974.0,3000,2814,1,19.95,2.571
10391,Lillåkersvägen 26,2500000,18159,Lidingö kommun,25710,Lägenhet,Bostadsrätt,2.0,64.6,,0,,3,1974.0,1632,4706,1,25.0,2.571
10392,"Lillåkersvägen 48, 4 tr",3495000,18159,Lidingö kommun,25710,Lägenhet,Bostadsrätt,3.0,78.0,,0,,4,1973.0,5400,6066,1,34.95,2.571
10393,Lillåkersvägen 22,2450000,18159,Lidingö kommun,25710,Lägenhet,Bostadsrätt,2.0,64.6,,0,,1,1973.0,1320,4706,1,24.5,2.571
10394,Lillåkersvägen 26,2500000,18159,Lidingö kommun,25710,Lägenhet,Bostadsrätt,2.0,64.6,,0,,3,1974.0,1632,4706,1,25.0,2.571
10395,Lillåkersvägen 14,2695000,18159,Lidingö kommun,25710,Lägenhet,Bostadsrätt,3.0,78.1,,0,,1,1974.0,1632,6066,1,26.95,2.571
10396,"Lillåkersvägen 48, 4 tr",3495000,18159,Lidingö kommun,25710,Lägenhet,Bostadsrätt,3.0,78.0,,0,,4,1973.0,5400,6066,1,34.95,2.571
10397,Lillåkersvägen 21,2275000,18159,Lidingö kommun,25710,Lägenhet,Bostadsrätt,2.0,61.0,,0,,2,1974.0,5496,3405,1,22.75,2.571
10398,Pyrolavägen 48,3060000,18160,Lidingö kommun,41778,Lägenhet,Bostadsrätt,3.0,67.0,,0,,2,1962.0,3000,3701,1,30.6,4.1778
10399,Pyrolavägen 48,3060000,18160,Lidingö kommun,41778,Lägenhet,Bostadsrätt,3.0,67.0,,0,,2,1962.0,3000,3701,1,30.6,4.1778
10400,Pyrolavägen 26,3380000,18160,Lidingö kommun,41778,Lägenhet,Bostadsrätt,3.0,69.5,,0,,7,1963.0,3000,3898,1,33.8,4.1778
10401,Pyrolavägen 43,2325000,18160,Lidingö kommun,41778,Lägenhet,Bostadsrätt,2.0,44.0,,1,,1,1962.0,5772,1836,1,23.25,4.1778
10402,Pyrolavägen 51,2350000,18160,Lidingö kommun,41778,Lägenhet,Bostadsrätt,1.0,39.5,,1,,1,1963.0,2580,1913,1,23.5,4.1778
10403,"Mittvägen 1K, 1 tr",3425000,18161,Lidingö kommun,84081,Lägenhet,Bostadsrätt,2.0,54.0,,0,,3,1914.0,5844,4088,1,34.25,8.4081
10404,Mittvägen 1E,2300000,18161,Lidingö kommun,84081,Lägenhet,Bostadsrätt,1.0,36.0,,0,,1,1914.0,4800,3137,1,23.0,8.4081
10405,Mittvägen 1F,2250000,18161,Lidingö kommun,84081,Lägenhet,Bostadsrätt,1.0,37.0,,0,,1,1914.0,6720,3179,1,22.5,8.4081
10406,Mittvägen 1F,2250000,18161,Lidingö kommun,84081,Lägenhet,Bostadsrätt,1.0,37.0,,0,,1,1914.0,6720,3179,1,22.5,8.4081
10407,Mittvägen 1C,2200000,18161,Lidingö kommun,84081,Lägenhet,Bostadsrätt,1.0,36.0,,0,,1,1914.0,6612,3137,1,22.0,8.4081
10408,Södra Kungsvägen 234,3450000,18162,Lidingö kommun,66536,Lägenhet,Bostadsrätt,2.0,63.0,,0,,2,1991.0,3000,5322,1,34.5,6.6536
10409,Väpnarstigen 3,2250000,18165,Lidingö kommun,68247,Lägenhet,Bostadsrätt,2.0,36.0,,0,,1,1957.0,10857,2214,1,22.5,6.8247
10410,Hövdingevägen 13,2350000,18165,Lidingö kommun,68247,Lägenhet,Bostadsrätt,2.0,47.0,,0,,2,1946.0,3000,3047,1,23.5,6.8247
10411,Väpnarstigen 10,3000000,18165,Lidingö kommun,68247,Lägenhet,Bostadsrätt,2.0,61.0,,0,,3,1975.0,3000,3929,1,30.0,6.8247
10412,"Väpnarstigen 10, 3tr!",1850000,18165,Lidingö kommun,68247,Lägenhet,Bostadsrätt,1.0,32.3,,0,,3,1975.0,3708,2080,1,18.5,6.8247
10413,"Stenkilsvägen 2, 2 tr",2495000,18165,Lidingö kommun,68247,Lägenhet,Bostadsrätt,2.0,48.0,,0,,2,1943.0,10800,3812,1,24.95,6.8247
10414,Hövdingevägen 11,2650000,18165,Lidingö kommun,68247,Lägenhet,Bostadsrätt,2.0,57.0,,0,,0,1948.0,7272,3301,1,26.5,6.8247
10415,Stenkilsvägen 4,2500000,18165,Lidingö kommun,68247,Lägenhet,Bostadsrätt,2.0,49.0,,0,,3,1943.0,3000,2871,1,25.0,6.8247
10416,Väpnarstigen 3,2250000,18165,Lidingö kommun,68247,Lägenhet,Bostadsrätt,2.0,36.0,,0,,1,1957.0,10857,2214,1,22.5,6.8247
10417,Banvägen 15,2700000,18165,Lidingö kommun,68247,Lägenhet,Bostadsrätt,2.0,52.0,,0,,1,1998.0,3000,3940,1,27.0,6.8247
10418,Väpnarstigen 10,3000000,18165,Lidingö kommun,68247,Lägenhet,Bostadsrätt,2.0,61.0,,0,,3,1975.0,3000,3929,1,30.0,6.8247
10419,Väpnarstigen 3,3200000,18165,Lidingö kommun,68247,Lägenhet,Bostadsrätt,3.0,66.0,,0,,2,1957.0,9050,4059,1,32.0,6.8247
10420,"Väpnarstigen 10, 4 tr",1825000,18165,Lidingö kommun,68247,Lägenhet,Bostadsrätt,1.0,32.3,,0,,4,1975.0,3708,2080,1,18.25,6.8247
10421,Väpnarstigen 12,2750000,18165,Lidingö kommun,68247,Lägenhet,Bostadsrätt,2.0,52.0,,0,,3,1948.0,3000,3192,1,27.5,6.8247
10422,Mörbylund 27,2425000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,2.0,36.5,,0,,1,1972.0,1440,2605,1,24.25,3.3902
10423,Mörbylund 13,1950000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,1.0,24.0,,0,,1,1972.0,3600,2532,1,19.5,3.3902
10424,Mörbylund 15B,1900000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,1.0,23.5,,0,,6,1972.0,3000,2025,1,19.0,3.3902
10425,"Mörbylund 25, 9 tr.",2395000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,1.0,34.0,,0,,9,1972.0,3942,2266,1,23.95,3.3902
10426,Mörbylund 13B,1850000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,1.0,23.5,,0,,1,1972.0,5880,2532,1,18.5,3.3902
10427,Mörbylund 25,2300000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,2.0,34.0,,0,,5,1972.0,4368,2210,1,23.0,3.3902
10428,"Mörbylund 15B, Högst upp!",2545000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,2.0,34.5,,0,,9,1972.0,3900,3348,1,25.45,3.3902
10429,Mörbylund 17,2380000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,1.0,37.0,,0,,6,1972.0,11700,3119,1,23.8,3.3902
10430,GÄRDES BACKE 3E,2000000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,1.0,21.0,,0,,4,2021.0,3600,2396,1,20.0,3.3902
10431,"Mörbylund 15B, 8tr",1875000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,1.0,23.5,,0,,8,1972.0,3000,2025,1,18.75,3.3902
10432,"Mörbylund 27, 7tr",2320000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,1.0,34.0,,0,,7,1972.0,3000,2621,1,23.2,3.3902
10433,MÖRBYLUND 13B,1800000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,1.0,24.0,,0,,4,1972.0,3600,2532,1,18.0,3.3902
10434,"Mörbylund 21, 6tr",3495000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,2.0,65.0,,0,,6,1972.0,540,4573,1,34.95,3.3902
10435,Skogsslingan 12,3000000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,2.0,52.0,,1,,2,2003.0,5988,2394,1,30.0,3.3902
10436,Mörbylund 19,2000000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,1.0,35.0,,0,,9,1972.0,6600,3053,1,20.0,3.3902
10437,Mörbylund 27,2350000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,2.0,36.5,,0,,0,1972.0,1440,2793,1,23.5,3.3902
10438,Mörbylund 17,2100000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,1.0,35.0,,0,,9,1972.0,6600,3053,1,21.0,3.3902
10439,"Mörbylund 17, 5tr",2040000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,1.0,34.0,,0,,5,1972.0,540,2936,1,20.4,3.3902
10440,Mörbylund 19,2000000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,1.0,35.0,,0,,9,1972.0,6600,3053,1,20.0,3.3902
10441,"Mörbylund 19, 6 tr",2495000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,1.5,37.0,,0,,6,1972.0,540,2712,1,24.95,3.3902
10442,Skogsslingan 12,3000000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,2.0,52.0,,1,,1,2003.0,5988,2394,1,30.0,3.3902
10443,Mörbylund 25,2450000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,2.0,34.5,,0,,6,1972.0,5640,2815,1,24.5,3.3902
10444,"Mörbylund 15B, 9 tr",1850000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,1.0,23.5,,0,,9,1972.0,3000,2532,1,18.5,3.3902
10445,"Mörbylund 21, 3 tr",2225000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,1.0,35.0,,0,,3,1972.0,6832,2936,1,22.25,3.3902
10446,Mörbylund 11B,1850000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,1.0,23.5,,0,,1,1972.0,2742,2532,1,18.5,3.3902
10447,"Mörbylund 13B, 9tr",2490000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,2.0,34.5,,0,,9,1972.0,1896,3348,1,24.9,3.3902
10448,"Mörbylund 25, 5 tr",2050000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,1.0,36.5,,0,,5,1972.0,3600,2653,1,20.5,3.3902
10449,Mörbylund 13b,1575000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,1.0,23.5,,0,,4,1972.0,3000,2532,1,15.75,3.3902
10450,Skogsslingan 12,3000000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,2.0,52.0,,1,,1,2003.0,5988,2394,1,30.0,3.3902
10451,GÄRDES BACKE 3E,2000000,18230,Danderyds kommun,33902,Lägenhet,Bostadsrätt,1.0,21.0,,0,,4,2021.0,3600,2396,1,20.0,3.3902
10452,August Wahlströms väg 23,2380000,18231,Danderyds kommun,42646,Lägenhet,Bostadsrätt,1.0,29.0,,0,,2,1954.0,3708,1232,1,23.8,4.2646
10453,August Wahlströms väg 11,2495000,18231,Danderyds kommun,42646,Lägenhet,Bostadsrätt,1.0,27.5,,0,,2,1955.0,3000,1143,1,24.95,4.2646
10454,August Wahlströms Väg 23,2550000,18231,Danderyds kommun,42646,Lägenhet,Bostadsrätt,1.0,29.0,,0,,1,1952.0,3300,1232,1,25.5,4.2646
10455,August Wahlströms väg 27,2670000,18231,Danderyds kommun,42646,Lägenhet,Bostadsrätt,1.0,29.0,,0,,2,1956.0,3000,1290,1,26.7,4.2646
10456,August Wahlströms väg 23,2425000,18231,Danderyds kommun,42646,Lägenhet,Bostadsrätt,1.0,29.0,,0,,3,1954.0,2400,1224,1,24.25,4.2646
10457,August Wahlströms väg 6,3300000,18231,Danderyds kommun,42646,Lägenhet,Bostadsrätt,1.5,47.0,,0,,3,,3000,1919,1,33.0,4.2646
10458,August Wahlströms väg 11,2600000,18231,Danderyds kommun,42646,Lägenhet,Bostadsrätt,1.0,27.5,,0,,2,1955.0,3000,1154,1,26.0,4.2646
10459,"August Wahlströms väg 11, 2tr",2650000,18231,Danderyds kommun,42646,Lägenhet,Bostadsrätt,1.0,27.5,,0,,2,1956.0,3000,1154,1,26.5,4.2646
10460,"Mörbyhöjden 8, vån 9/9",2500000,18232,Danderyds kommun,39142,Lägenhet,Bostadsrätt,1.0,36.4,,0,,9,1962.0,3000,2581,1,25.0,3.9142
10461,Mörbyhöjden 20,3495000,18232,Danderyds kommun,39142,Lägenhet,Bostadsrätt,3.0,76.3,,0,,2,1963.0,7200,4687,1,34.95,3.9142
10462,MÖRBYHÖJDEN 14,2750000,18232,Danderyds kommun,39142,Lägenhet,Bostadsrätt,2.5,68.0,,0,,2,1962.0,4800,4303,1,27.5,3.9142
10463,Mörbyhöjden 20,3495000,18232,Danderyds kommun,39142,Lägenhet,Bostadsrätt,3.0,76.3,,0,,1,1963.0,7200,4687,1,34.95,3.9142
10464,Mörbyhöjden 22,3500000,18232,Danderyds kommun,39142,Lägenhet,Bostadsrätt,3.0,76.3,,0,,3,1963.0,9600,4801,1,35.0,3.9142
10465,Mörbyhöjden 7,3250000,18232,Danderyds kommun,39142,Lägenhet,Bostadsrätt,2.0,62.3,,0,,2,1962.0,5628,3885,1,32.5,3.9142
10466,Mörbyhöjden 22,3500000,18232,Danderyds kommun,39142,Lägenhet,Bostadsrätt,3.0,76.3,,0,,4,1963.0,9600,4801,1,35.0,3.9142
10467,"Mörbyhöjden 8, vån 9/9",2500000,18232,Danderyds kommun,39142,Lägenhet,Bostadsrätt,1.0,36.4,,0,,9,1962.0,3000,2581,1,25.0,3.9142
10468,Soltorpsvägen 16D,2175000,18233,Danderyds kommun,64974,Lägenhet,Bostadsrätt,1.0,33.0,,0,,2,1961.0,3480,2720,1,21.75,6.4974
10469,Soltorpsvägen 16D,1555000,18233,Danderyds kommun,64974,Lägenhet,Bostadsrätt,1.0,27.0,,0,,1,1961.0,3000,2254,0,15.55,6.4974
10470,Soltorpsvägen 16D,1900000,18233,Danderyds kommun,64974,Lägenhet,Bostadsrätt,1.0,27.0,,0,,2,,3000,2254,1,19.0,6.4974
10471,Soltorpsvägen 16D,1775000,18233,Danderyds kommun,64974,Lägenhet,Bostadsrätt,1.0,27.0,,0,,2,1961.0,3000,2254,1,17.75,6.4974
10472,Soltorpsvägen 18B,1700000,18233,Danderyds kommun,64974,Lägenhet,Bostadsrätt,1.0,27.0,,0,,2,1961.0,3000,2254,1,17.0,6.4974
10473,Soltorpsvägen 20B,2050000,18233,Danderyds kommun,64974,Lägenhet,Bostadsrätt,1.0,33.0,,0,,2,1961.0,6000,2720,1,20.5,6.4974
10474,Soltorpsvägen 16A,2575000,18233,Danderyds kommun,64974,Lägenhet,Bostadsrätt,2.0,41.0,,0,,2,1961.0,6142,3336,1,25.75,6.4974
10475,Soltorpsvägen 18B,3500000,18233,Danderyds kommun,64974,Lägenhet,Bostadsrätt,2.0,60.0,,0,,2,1961.0,3000,4874,1,35.0,6.4974
10476,Soltorpsvägen 16D,2595000,18233,Danderyds kommun,64974,Lägenhet,Bostadsrätt,2.0,41.0,,0,,1,1961.0,6736,3336,1,25.95,6.4974
10477,Soltorpsvägen 20B,3195000,18233,Danderyds kommun,64974,Lägenhet,Bostadsrätt,2.0,60.0,,0,,1,1961.0,4500,4874,1,31.95,6.4974
10478,Finnvidsvägen 13,2200000,18233,Danderyds kommun,64974,Lägenhet,Bostadsrätt,1.0,31.0,,0,,1,1948.0,3000,2327,1,22.0,6.4974
10479,Nora Torg 2A,2500000,18234,Danderyds kommun,56673,Lägenhet,Bostadsrätt,2.0,55.0,,0,,1,1955.0,6840,3931,1,25.0,5.6673
10480,Nora torg 2B,2650000,18234,Danderyds kommun,56673,Lägenhet,Bostadsrätt,2.0,55.0,,0,,1,1955.0,7320,3931,1,26.5,5.6673
10481,Nora Torg 2A,2500000,18234,Danderyds kommun,56673,Lägenhet,Bostadsrätt,2.0,55.0,,0,,2,1955.0,6840,3931,1,25.0,5.6673
10482,Klockar Malms väg 27,2070000,18234,Danderyds kommun,56673,Lägenhet,Bostadsrätt,1.0,28.0,,0,,2,1952.0,5400,1864,1,20.7,5.6673
10483,Nora torg 2B,2175000,18234,Danderyds kommun,56673,Lägenhet,Bostadsrätt,2.0,54.0,,0,,1,1955.0,3000,3931,1,21.75,5.6673
10484,Hammarbacken 13,3050000,18235,Danderyds kommun,62521,Lägenhet,Bostadsrätt,2.0,60.0,,0,,1,1954.0,13404,2851,1,30.5,6.2521
10485,Hammarbacken 13,3050000,18235,Danderyds kommun,62521,Lägenhet,Bostadsrätt,2.0,60.0,,0,,0,1954.0,13404,2851,1,30.5,6.2521
10486,Klockargårdsvägen 2A,3350000,18236,Danderyds kommun,27347,Lägenhet,Bostadsrätt,2.0,63.0,,0,,-1,2016.0,2568,4619,1,33.5,2.7347
10487,Ugglebacken 3,1750000,18237,Danderyds kommun,36215,Lägenhet,Bostadsrätt,1.0,35.0,,0,,3,1951.0,3060,2929,1,17.5,3.6215
10488,Sätraängsvägen 112,2800000,18237,Danderyds kommun,36215,Lägenhet,Bostadsrätt,2.0,55.0,,0,,3,1951.0,5760,4194,1,28.0,3.6215
10489,Sätraängsvägen 142,2500000,18237,Danderyds kommun,36215,Lägenhet,Bostadsrätt,2.0,59.0,,0,,3,1951.0,3060,4448,1,25.0,3.6215
10490,Ugglebacken 7,2725000,18237,Danderyds kommun,36215,Lägenhet,Bostadsrätt,2.0,59.0,,0,,2,1951.0,7200,4448,1,27.25,3.6215
10491,Ugglebacken 9,2475000,18237,Danderyds kommun,36215,Lägenhet,Bostadsrätt,2.0,59.0,,0,,2,1951.0,8880,4448,1,24.75,3.6215
10492,Ugglebacken 3,1750000,18237,Danderyds kommun,36215,Lägenhet,Bostadsrätt,1.0,35.0,,0,,1,1951.0,3060,2929,1,17.5,3.6215
10493,Sätraängsvägen 134,2300000,18237,Danderyds kommun,36215,Lägenhet,Bostadsrätt,2.0,59.0,,0,,1,1951.0,3060,4448,1,23.0,3.6215
10494,Sätraängsvägen 134,2100000,18237,Danderyds kommun,36215,Lägenhet,Bostadsrätt,2.0,59.0,,0,,2,1951.0,7200,4448,0,21.0,3.6215
10495,Sätraängsvägen 146,1585000,18237,Danderyds kommun,36215,Lägenhet,Bostadsrätt,1.0,28.0,,0,,-1,,4200,2657,1,15.85,3.6215
10496,"Ugglebacken 5, 3tr",2850000,18237,Danderyds kommun,36215,Lägenhet,Bostadsrätt,2.0,55.0,,0,,3,1951.0,3060,4194,1,28.5,3.6215
10497,Sätraängsvägen 112,2550000,18237,Danderyds kommun,36215,Lägenhet,Bostadsrätt,2.0,55.0,,0,,2,1951.0,3060,4194,1,25.5,3.6215
10498,Sätraängsvägen 142,2500000,18237,Danderyds kommun,36215,Lägenhet,Bostadsrätt,2.0,59.0,,0,,3,1951.0,3060,4448,1,25.0,3.6215
10499,Sätraängsvägen 142,2500000,18237,Danderyds kommun,36215,Lägenhet,Bostadsrätt,2.0,59.0,,0,,3,1951.0,3060,4448,1,25.0,3.6215
10500,Österängsvägen 32B,3100000,18246,Danderyds kommun,56299,Lägenhet,Bostadsrätt,2.0,49.0,,0,,0,,7980,2490,1,31.0,5.6299
10501,Österängsvägen 32B,3100000,18246,Danderyds kommun,56299,Lägenhet,Bostadsrätt,2.0,49.0,,0,,0,,7980,2490,0,31.0,5.6299
10502,Kevingeringen 61,2250000,18250,Danderyds kommun,37583,Lägenhet,Bostadsrätt,1.0,26.7,,0,,1,1961.0,9000,1661,0,22.5,3.7583
10503,Kevingeringen 39,3495000,18250,Danderyds kommun,37583,Lägenhet,Bostadsrätt,3.0,69.0,,0,,2,1961.0,3000,3482,1,34.95,3.7583
10504,Kevingeringen 26,2460000,18250,Danderyds kommun,37583,Lägenhet,Bostadsrätt,1.0,29.4,,0,,1,1961.0,3000,1783,1,24.6,3.7583
10505,Kevingeringen 61,2250000,18250,Danderyds kommun,37583,Lägenhet,Bostadsrätt,1.0,26.7,,0,,1,1961.0,9000,1661,0,22.5,3.7583
10506,Kevingeringen 39,3495000,18250,Danderyds kommun,37583,Lägenhet,Bostadsrätt,3.0,69.0,,0,,3,1961.0,3000,3482,1,34.95,3.7583
10507,Kevingeringen 27,2350000,18250,Danderyds kommun,37583,Lägenhet,Bostadsrätt,1.0,29.4,,1,,1,,4800,1783,1,23.5,3.7583
10508,Mörbydalen 12,2995000,18252,Danderyds kommun,36327,Lägenhet,Bostadsrätt,3.0,67.8,,0,,2,1963.0,3000,4921,1,29.95,3.6327
10509,Mörbydalen 10,3100000,18252,Danderyds kommun,36327,Lägenhet,Bostadsrätt,2.0,57.6,,0,,1,1963.0,3000,4238,1,31.0,3.6327
10510,Mörbydalen 26,2395000,18252,Danderyds kommun,36327,Lägenhet,Bostadsrätt,1.0,36.4,,0,,7,1964.0,6732,2367,1,23.95,3.6327
10511,"Mörbydalen 25, 5tr",3180000,18252,Danderyds kommun,36327,Lägenhet,Bostadsrätt,2.0,57.6,,0,,5,1964.0,7920,3509,1,31.8,3.6327
10512,Mörbydalen 32,3175000,18252,Danderyds kommun,36327,Lägenhet,Bostadsrätt,2.0,62.3,,0,,7,1964.0,7320,3706,1,31.75,3.6327
10513,Mörbydalen 10,3100000,18252,Danderyds kommun,36327,Lägenhet,Bostadsrätt,2.0,57.6,,0,,1,1963.0,3000,4238,1,31.0,3.6327
10514,"Mörbydalen 25, 5tr",3180000,18252,Danderyds kommun,36327,Lägenhet,Bostadsrätt,2.0,57.6,,0,,5,1964.0,7920,3509,1,31.8,3.6327
10515,Mörbydalen 22,2195000,18252,Danderyds kommun,36327,Lägenhet,Bostadsrätt,1.0,36.4,,0,,7,1964.0,5280,2367,1,21.95,3.6327
10516,"Mörbydalen 6, våning 9/9",2695000,18252,Danderyds kommun,36327,Lägenhet,Bostadsrätt,2.0,36.4,,0,,2,1963.0,3000,2774,1,26.95,3.6327
10517,Mörbydalen 16,3150000,18252,Danderyds kommun,36327,Lägenhet,Bostadsrätt,2.0,57.6,,0,,5,1963.0,3000,4307,1,31.5,3.6327
10518,"Mörbydalen 11, 9tr",2400000,18252,Danderyds kommun,36327,Lägenhet,Bostadsrätt,1.0,34.4,,0,,9,1963.0,4680,2622,1,24.0,3.6327
10519,Mörbydalen 15,2500000,18252,Danderyds kommun,36327,Lägenhet,Bostadsrätt,1.5,41.3,,1,,1,1963.0,3000,3020,1,25.0,3.6327
10520,Mörbydalen 16,2800000,18252,Danderyds kommun,36327,Lägenhet,Bostadsrätt,2.0,45.2,,0,,8,1963.0,3000,3350,1,28.0,3.6327
10521,Mörbydalen 19,3050000,18252,Danderyds kommun,36327,Lägenhet,Bostadsrätt,3.0,66.4,,0,,1,1964.0,3000,3920,1,30.5,3.6327
10522,Mörbydalen 13,2900000,18252,Danderyds kommun,36327,Lägenhet,Bostadsrätt,3.0,78.4,,0,,1,1963.0,3000,5516,1,29.0,3.6327
10523,Berga Backe 8,3150000,18253,Danderyds kommun,58648,Lägenhet,Bostadsrätt,3.0,66.0,,0,,1,1991.0,8292,4421,1,31.5,5.8648
